No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-393.58909	-392.99996	-392.55385	0.58912728	-0.44611394	-390.31947	-386.3393	-376.10324
1	1	-384.59569	-381.3374	-383.27884	3.258293	1.9414356	-382.16236	-373.0503	-371.46215
2	2	-418.2078	-411.96113	-417.36802	6.2466671	5.4068868	-415.93607	-402.91851	-395.79298
3	3	-436.67115	-422.85887	-423.08063	13.812282	0.22176666	-422.51168	-409.13254	-406.33917
4	4	-326.47378	-324.82513	-325.69243	1.6486458	0.86730449	-323.45356	-318.39381	-314.64722
5	5	-475.34211	-467.10253	-468.16456	8.2395819	1.0620253	-465.4629	-459.28622	-453.90835
6	6	-1472.4019	-1389.1198	-1322.5742	83.28218	-66.545542	-1458.9185	-1370.233	-1303.2868
7	7	-480.48286	-476.06458	-476.35577	4.4182731	0.29119082	-471.69839	-465.22871	-459.30945
8	8	-963.91942	-930.41011	-911.30748	33.509307	-19.102628	-951.24667	-909.30489	-890.55143
9	9	-437.75399	-430.46664	-430.84807	7.2873535	0.38143668	-428.32921	-420.84052	-416.88552
10	10	-713.6361	-697.74576	-697.05671	15.890335	-0.68905448	-699.17444	-676.63919	-671.64561
11	11	-343.20535	-343.17958	-341.16436	0.025770883	-2.015212	-340.68504	-338.94565	-328.70078
12	12	-265.41949	-265.14953	-266.29295	0.2699567	1.1434152	-262.58632	-259.98174	-259.98072
13	13	-506.67452	-506.46543	-499.99875	0.20908253	-6.4666878	-495.29826	-493.0941	-485.75074
14	14	-345.16093	-345.25245	-343.59433	-0.091524358	-1.6581196	-342.7641	-340.92307	-333.76361
15	15	-337.84817	-335.67166	-333.66293	2.1765103	-2.008734	-335.2676	-329.46903	-322.11924
16	16	-562.7135	-557.50605	-551.94873	5.2074541	-5.5573136	-549.24401	-535.87727	-527.65851
17	17	-321.12654	-321.09558	-319.93373	0.030960899	-1.1618549	-318.51484	-316.60061	-307.53052
18	18	-495.74325	-494.33966	-471.10365	1.4035826	-23.236017	-478.23976	-477.1663	-457.31725
19	19	-362.91208	-357.15717	-358.007	5.7549123	0.84983126	-358.26223	-349.0696	-344.73298
20	20	-430.2849	-423.95681	-426.86296	6.3280978	2.9061563	-427.82281	-415.70162	-415.70287
21	21	-391.90274	-388.45897	-390.03942	3.443771	1.5804583	-389.47358	-382.08421	-382.27287
22	22	-681.87069	-664.95606	-610.10711	16.914629	-54.848949	-666.61463	-660.73322	-597.70496
23	23	-525.68929	-509.81487	-506.41277	15.874418	-3.4021002	-517.28213	-501.63027	-493.50799
24	24	-577.24195	-563.61973	-550.84459	13.622225	-12.775138	-561.44073	-540.87196	-531.8959
25	25	-486.70511	-471.0633	-474.19936	15.641818	3.1360614	-472.89952	-457.93699	-458.08525
26	26	-361.7185	-360.62012	-361.38673	1.0983755	0.76661079	-353.54156	-348.83525	-344.26594
27	27	-467.80085	-456.35381	-455.67792	11.447048	-0.67588927	-460.23021	-449.3896	-443.78579
28	28	-401.8076	-400.89253	-402.24209	0.91507147	1.3495574	-399.4571	-394.71	-394.71586
29	29	-454.86122	-451.80162	-453.43328	3.0596059	1.6316612	-447.79067	-437.87145	-434.20705
30	30	-430.33555	-406.84213	-409.87413	23.493415	3.032	-415.45378	-393.52135	-393.52097
31	31	-244.83671	-244.89285	-245.58275	-0.056149136	0.68989032	-241.67081	-240.16485	-239.84481
32	32	-526.47431	-515.7468	-511.75932	10.727515	-3.987474	-509.50292	-497.61558	-497.09397
33	33	-479.99486	-475.48471	-471.95971	4.5101479	-3.525005	-468.00478	-461.32699	-456.15561
34	34	-495.85	-494.2248	-489.98244	1.6252052	-4.2423502	-486.33742	-487.49013	-473.98082
35	35	-518.80854	-507.05538	-508.92412	11.753164	1.8687402	-506.23407	-496.65266	-496.75437
36	36	-364.69039	-360.59494	-362.03617	4.0954493	1.4412356	-361.48844	-353.17133	-352.32518
37	37	-281.91605	-280.64342	-281.64293	1.2726249	0.99951146	-279.12455	-274.30763	-271.68364
38	38	-602.93582	-580.41649	-553.89296	22.519333	-26.523529	-585.20426	-561.33401	-534.01857
39	39	-252.98838	-253.36195	-254.18385	-0.37357527	0.82189743	-250.0203	-250.43863	-250.1731
40	40	-210.74089	-209.01355	-210.39349	1.7273404	1.3799424	-207.31355	-200.96017	-200.00155
41	41	-304.03939	-302.80847	-303.38549	1.2309192	0.57701625	-301.23335	-296.86615	-293.2508
42	42	-534.81945	-534.46661	-522.30147	0.35284642	-12.165136	-521.74246	-513.30323	-501.34009
43	43	-717.94834	-716.33596	-707.94901	1.6123893	-8.3869501	-704.97179	-700.08171	-688.00047
44	44	-288.31469	-288.68507	-289.33827	-0.37037439	0.65320697	-284.85346	-285.29504	-284.91985
45	45	-512.34564	-512.41925	-508.27667	-0.073605573	-4.1425797	-503.63547	-501.3731	-491.07383
46	46	-321.02032	-320.367	-321.08746	0.65331496	0.7204614	-318.42435	-315.66995	-312.74975
47	47	-643.53568	-640.06593	-602.37209	3.4697517	-37.693846	-625.58676	-621.65075	-585.33121
